,text,label,explanation
310,"No sir, I don't feel hungry, it means syrup for instant strength of tea.",1,"The person is showing clear signs of depression, such as trouble with appetite"
311,"Sir my name is mukesh kumar, i am from rajasthan, and work in media.",0,i
312,"Almost I've been the jovial type, a comedian.",0,i
313,"Yes, it didn't work like that on Facebook.",0,i
314,in,0,i
315,"Sometimes they do private jobs, sometimes they go home.",0,i
316,"I am not bothered by home, my family is very good, there is nothing like that.",0,i
317,"No, now there is no work which I am working on, but there is not much work to do.",0,i
318,"Energetics but today I am doing more work, right now I do not feel like doing my work there that in today's date, any work of mine means my mind is focused on the matter.",0,i
319,"Keeps busy in my case, means my mind has become agitated, my mind means whatever I am awake during the day while sleeping at night.",1,"The person is showing clear signs of depression, such as agitation"
320,"No, it doesn't dry up like that, a doctor Sahab had given a pill, it dries up.",2,c
321,"When I feel scared, I feel it.",1,"The person is showing clear signs of depression, such as fear"
322,Sometimes it comes sometimes I have more.,2,c
323,Having kids don't know why.,2,c
324,"Yes children are also fainting, I run away at night, they fall asleep, they want to kill me, all three are small children, the little child says mother is a cloud, kill it, do this Do that, that's what kids do.",2,w/f
325,"Yes sir, I will feel like crying a little, then there will be panic which will make me angry, it will mean like this.",1,"The person is showing clear signs of depression, such as crying spells, panic and anger"
326,"Sir I get angry, my health is bad, no one speaks to me, I get angry like this, don't talk to me just, then I do not feel like working, they say that to do some work, we come after working Yes, you are lying in the house, we get angry, I am not feeling well, I did not dare, how will I do it.",1,"The person is showing clear signs of depression, such as anger issues"
327,"Eat some curd, get relief, means eat curd means work, when medicine means effect lasts for one hour, then they do work, then after a while they lie down again.",0,i
328,"No sir, it doesn't mean that the mind doesn't feel like the power from inside the body, it's like we work in the mind, that means my heart doesn't do anything, children are eating something, they are drinking, they don't remember anything.",1,"The person is showing clear signs of depression, such as poor memory, loosing interest"
329,"It is a little difficult because as my problem was that my child's time was that which was not matching with me, which is why I did my duty before my duty time, before my general duty, then I did it. There used to be a problem, my child used to stay outside for two hours, it does not mean that when the child is in the mood to play, he thinks that ignore everyone, that condition used to be, then I changed my time, Now when his school time is holiday, then I also reach home, then with me, then I send him tuition, everything is managed in a way, so that time to time he can stay in his study also, And that time to play has been kept in which it means that even if no one stays in the house, then if you want to play, then stay busy at home.",2,w/f
330,"Well it's 2 to 10 PM, right now.",0,i
331,"Sir I have a friend at 9:30 o'clock, we both come from the same place, then both of them leave together.",0,i
332,"And sometimes the husband comes to pick it up, it depends on the condition, as if the bus is not available, then I call.",0,i
333,"And I am lost in the same thing that why did he do this to me, why should I ever take revenge, I wanted to become a grown up, by studying myself.",2,w/f
334,Someone wanted to enter the big line.,0,i
335,"But that dream got broken, now I am not able to do even small work.",2,w/f
336,"Look at the sleep sir, I think 12-1 o'clock even while thinking, it strikes me even 3 o'clock.",1,"The person is showing clear signs of depression, such as throuble with sleep"
337,"If I ever ate hungry, I ate it, I rarely drink even water.",1,"The person is showing clear signs of depression, such as trouble with appetite"
338,"Look, I have not seen the measurements, but have lost a lot of weight.",1,"The person is showing clear signs of depression, such as change in weight"
339,"Earlier I am a man of Haryana side, so earlier I was strong and fat, it was good.",0,i
340,"No, I don't even feel hungry, if I ate it, I ate it or not.",1,"The person is showing clear signs of depression, such as trouble with appetite"
341,"Yes, but in the meantime I drink very little water, I do not drink water during the day.",0,i
